Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,MSFT,NVDA,AAPL,MSFT,NVDA,AAPL,MSFT,NVDA,AAPL,MSFT,NVDA,AAPL,MSFT,NVDA
Date,,,,,,,,,,,,,,,
2026-01-05,266.7643737792969,470.7536315917969,187.89083862304688,271.0064921177503,473.9593569778809,193.39413642527967,265.6464557026853,467.4184776979013,185.9232371396652,270.1381104139889,471.95825856508776,191.52640398377517,45647200,25250300,183529700
2026-01-06,261.8734436035156,476.3885192871094,187.0119171142578,267.0538212812338,476.617480129593,191.935904267691,261.6338984265986,467.6673473241013,186.5924305704924,266.504853430471,471.69937935780575,190.2879203285983,52352100,23037700,176862600
2026-01-07,259.8471984863281,481.3265075683594,188.87962341308594,263.1909919246956,487.5288974221053,191.13686475404677,259.32817380451803,475.83099176167434,186.3327268208183,262.71190159101934,477.63296458601815,188.34028795646717,48309800,25564200,153543200
2026-01-08,258.55963134765625,475.9902648925781,184.8145751953125,258.80916773471864,480.5201105081445,189.31909080925226,255.22581364132833,473.7502403609407,183.4862088297309,256.5433578451618,479.10639276886474,188.87962438445808,50419300,18162600,172457000
2026-01-09,258.8890075683594,477.15509033203125,184.63479614257812,259.7274461787287,477.6927047258898,186.1129888751533,255.74485516422806,470.106493184136,183.44624341374129,258.5995368285105,471.9582322108041,184.8545293482555,39997000,18491000,131327500
2026-01-12,259.76739501953125,475.06439208984375,184.71470642089844,260.8154357257053,478.85749783991434,186.89204340473577,256.32378048041085,473.57104241242143,182.79704721562317,258.6794199598783,474.5566738594685,182.99680052530172,45263800,23519900,137968500
2026-01-13,260.5658874511719,468.5832824707031,185.58364868164062,261.3244878277737,473.6706125344443,187.88084992986475,257.9108470550362,463.88420753037366,183.17658082293008,258.24022168851656,472.57548334410274,184.7746378408776,45730800,28545800,160128900
2026-01-14,259.4779052734375,457.34332275390625,182.91690063476562,261.33447181199796,466.1242261748137,184.2352999433054,256.23393227813756,455.1431293963808,180.57975484984624,259.0087756526009,464.3919198839424,184.0954710990846,40019400,28184300,159586100
2026-01-15,257.73114013671875,454.6353759765625,186.82212829589844,260.5559089501236,462.19172164087615,189.46889382188115,256.5732877053955,453.8787357567712,186.10300422087673,260.1666175851947,462.062293141988,186.2727952885624,39388600,23225800,206188600
2026-01-16,255.05613708496094,457.8211669921875,186.0031280517578,258.41988279267105,461.1364202404358,190.20800608356458,254.45724364888233,454.45617795729186,185.85331687968656,257.4217372195352,455.8001683410004,188.84966224271636,72142800,34246700,187967200
2026-01-20,246.2425079345703,452.5048828125,177.85308837890625,254.31750190322293,454.77477325819245,182.15783564218773,242.9685916985444,447.2881239806389,177.39364202987932,252.26132447540706,449.2195254560932,181.67840938923754,80267500,26130000,223345300
2026-01-21,247.1907501220703,442.1410217285156,183.09669494628906,251.09350304772093,450.6829992738946,185.15418310637224,244.72532928784554,436.7351029497524,178.18267486272933,248.23880604127606,450.5934019351739,178.8318922054109,54641700,37980500,200381000
2026-01-22,247.8894500732422,449.1398620605469,184.6148223876953,250.53452965267718,450.8323067932568,185.94320399708803,247.68980878155546,442.7284117030413,183.70592730123704,248.737864640942,445.6354487179439,184.52493568425237,39708300,25349400,139636600
2026-01-23,247.58001708984375,463.8841857910156,187.44137573242188,248.94748685874615,469.01134678020316,189.3690325020707,244.22624741136653,448.5325382185013,186.59242035942677,246.86136630134166,449.8665935761158,187.27158465782284,41689000,38000200,142748100
2026-01-26,254.9363555908203,468.19500732421875,186.2428436279297,256.08421686766076,472.1474075016215,188.88960930416175,249.336758511775,459.9517180089597,185.76343263076708,251.01363570547153,463.2470406576191,186.93200550896393,55969200,29291200,124799600
2026-01-27,257.791015625,478.4493103027344,188.29034423828125,261.46421404872183,480.72916597612596,189.76853699604698,257.73112933459527,471.0622242712429,185.47377232125424,258.68937090303496,471.5998386603028,187.01190478720812,49648300,29213900,143711600
2026-01-28,255.96446228027344,479.49468994140625,191.28668212890625,258.3799575946877,481.59532063648624,192.1156727976695,254.03803333601454,475.8807787479093,189.60872088942648,257.17220993748055,481.06767161592717,191.0369866951896,41288000,36875400,148552700
2026-01-29,257.801025390625,431.57806396484375,192.27548217773438,259.16847988830324,440.5381621786467,193.244301759811,253.93820707645818,419.1533835040837,185.83334250366076,257.52154586161765,438.0392806211351,191.10690928022157,67253000,128855300,171764400
2026-01-30,258.9988098144531,428.38232421875,190.8971710205078,261.41430490835,437.65104604221966,194.25307849059112,251.7123292610244,424.5593524472701,189.23918956869622,254.69678984095313,437.2229597325442,190.97707539362895,92443400,58566800,179489500
2026-02-02,269.5093078613281,421.49298095703125,185.38388061523438,269.98839826257677,428.8303011436502,190.06816944570554,258.7293169184304,420.37795134689077,184.65477420739685,259.5478036352127,428.33251789753194,186.97193993484487,73913400,42219900,165794100
2026-02-03,268.98028564453125,409.3868713378906,180.12030029296875,271.3758289780004,420.178808008447,186.04308409913696,267.11372779647115,406.7486263222299,176.01530661894333,268.70080609664296,420.1390072256922,186.01312186532803,64394700,61424100,204019600
2026-02-04,275.97723388671875,412.3536682128906,173.97781372070312,278.432693698261,417.9387813848693,179.36124730830178,271.7850411492978,407.4256021580933,171.70059231104517,271.7850411492978,409.1778088233149,179.241398362594,90545700,45012400,207014100
2026-02-05,275.3983459472656,391.9246520996094,171.67062377929688,278.98168486317746,406.4897635323938,176.60460839935587,272.72332314901723,390.5806313349955,170.8216531377948,277.6142303156022,405.6335909812077,174.7168961324724,52977400,66289200,206312900
2026-02-06,277.6042175292969,399.3615417480469,185.18414306640625,280.3890519626743,400.0086538663787,186.77220252110314,276.4164219647768,391.17798428483076,174.38731390455436,276.6060720438839,397.4002746193236,176.4747642750831,50453400,53515300,231346200
2026-02-09,274.3672180175781,411.76629638671875,189.80848693847656,277.9439398399519,413.05058563481117,193.42408742490235,271.4499228389202,399.0927243377603,183.7259094221984,277.6541982366954,403.0550898097971,184.03552934237337,44623400,45480500,196387400
2026-02-10,273.4280700683594,411.437744140625,188.31031799316406,275.11651686144285,421.80159473973595,192.24552080983682,272.68876099546605,410.8702943432265,187.89083145679504,274.6369782150198,417.75959730190846,191.1468699498802,34376900,44857900,136764800
2026-02-11,275.24639892578125,402.57720947265625,189.81849670410156,279.92208361183503,414.61360447479314,193.02457795983298,274.1973776592452,399.23212070980424,188.54005713468442,274.44714753122867,414.3348470778888,192.21556708670826,51931300,42491000,144192700
2026-02-12,261.4891052246094,400.05841064453125,186.7122802734375,275.46621856633783,404.3990960787573,193.3741533411549,259.94051360693726,396.24540458526855,186.28279615580217,275.3363333447182,403.20440420967,192.79485804306626,81077200,40802400,189932500
2026-02-13,255.5445556640625,399.5407409667969,182.58729553222656,261.9886306947134,403.7420326637702,187.27158453858374,255.21485759663088,396.2852191820681,181.36878053627944,261.7688319830923,402.65686886295305,187.25160463564347,56290700,34091600,161888000
2026-02-17,263.6371154785156,395.1004943847656,184.7446746826172,266.0449008431299,398.7442713079252,186.92201173748992,255.30478047881587,392.78083787972264,178.9617194034806,257.8124646511843,397.45004705087115,181.5285959992061,58469100,32078800,162276900
2026-02-18,264.106689453125,397.828369140625,187.75099182128906,266.57441720150126,400.77523739702553,190.13807962880853,262.20844437502524,394.5629123207548,186.53247684939709,263.35737977838915,396.3648852083561,188.52005804720127,34203300,23223400,164749100
2026-02-19,260.3401184082031,397.5988464355469,187.6710968017578,264.2365527856389,403.55594539020564,188.20044994409497,259.81060750150084,395.8127368785549,185.43383529156333,262.35827847824623,399.82403795970674,186.8321237354349,30845300,28234000,126554500
2026-02-20,264.3364562988281,396.37152099609375,189.58877563476562,264.5063132392292,399.2552593187824,190.09814888521723,257.9223826043077,394.3059873534157,185.71349722992974,258.73163460792017,395.2539159508346,186.342734664171,42070500,34015200,178422300
2026-02-23,265.9349670410156,383.6390686035156,191.316650390625,269.1819753311392,394.50551684604494,193.71372053376285,263.13755670993424,382.27203437696886,189.34904909171755,263.24744081710827,394.14630950985264,191.1668239815537,37308200,43238300,171584800
2026-02-24,271.8895263671875,388.1593017578125,192.61508178710938,274.6369951599546,388.5185091169527,193.53395924081437,267.46358073991865,380.88504821898124,187.171708627792,267.61343657617186,383.30981969967445,191.2567378902843,47014600,33884700,175123600
2026-02-25,273.97760009765625,399.7342224121094,195.32176208496094,274.6869380517792,400.60233728073825,197.38924768090467,270.8005039088116,389.31678308531696,193.5539140704845,271.5298429675081,389.68597856263057,194.2131137016724,33714300,43625500,250637100
2026-02-26,272.6987609863281,400.851806640625,184.66476440429688,275.8558253670768,406.6093255926281,194.0533071271398,270.55071567552415,397.8782360341113,184.09546670933034,274.6969199809464,403.8353349281015,194.03334246429932,32345100,34405900,360807900
2026-02-27,263.93682861328125,391.8912048339844,176.97415161132812,272.5588900215503,395.9624042352165,182.36756729714082,262.6480379442022,389.0374004516944,176.1651407824763,272.5588900215503,390.03523926255787,181.0292033274304,72366500,51367200,311636500
2026-03-02,264.476318359375,397.6886291503906,182.25770568847656,266.2846497598317,400.32293811697235,183.2365228635074,259.960490133898,389.78576315389057,174.42725972943845,262.16844722421786,392.01092411942045,174.79680413295333,41827900,35474900,209095300
2026-03-03,263.5072326660156,403.0570068359375,179.83065795898438,265.31556422164516,405.82103971635513,180.67961330625172,259.8905695547566,391.82136299902305,176.70446619030554,263.23749216234586,392.2903484387299,178.27256086028186,38568900,38199200,178099400
2026-03-04,262.2783508300781,404.32427978515625,182.8170166015625,265.9050144519466,410.14166638677375,184.47499807110998,261.179387723623,399.44483360720756,179.84065106191534,264.4063951364299,400.4027502952161,180.22019302825058,39803100,35808000,177731200
2026-03-05,260.0504150390625,409.79241943359375,183.11663818359375,261.3192350446657,410.72040218284053,183.83576224630102,257.01320478174756,403.525993165685,177.6632984882966,260.54995479568396,403.54596943015656,180.94928366467312,49658600,39001300,198779700
2026-03-06,257.2229919433594,408.0761413574219,177.6033935546875,258.53178361058343,412.1572983375802,182.53736302725528,254.13584003818684,407.6271321747383,176.6046117177772,258.39192833924307,408.31564337314285,179.62092189230134,41120000,31123900,189021900
2026-03-09,259.6407775878906,408.5251770019531,182.427490234375,260.9095975388004,409.3234358422322,182.68718325690133,253.44647267699952,402.62794618065146,175.34613090826778,255.45463216869055,404.044890641513,176.61458806542097,38218500,30131900,177213600
2026-03-10,260.58990478515625,404.8830871582031,184.54490661621094,262.2384104290217,409.31349393117443,186.21287029543888,256.71350175461305,402.05918625996463,181.78825925636124,257.4128391437035,409.1438479339772,182.17778352587916,30590800,31706400,179118500
2026-03-11,260.5699157714844,404.0049743652344,185.8134307861328,261.888707997661,408.1260534422115,187.40157611978597,259.3110658747261,400.7220762180728,184.23526832414757,260.8496568052655,404.6934855668013,185.6935753620157,26218900,25512100,145280400
2026-03-12,255.52456665039062,400.9914855957031,182.9268035888672,258.71164792954545,405.2422886286942,184.72471123223085,253.94601921584928,400.84181586601125,181.53842231669145,258.4219063383753,403.7555185610488,183.83574790315467,40794000,27263900,155762700
2026-03-13,249.8897705078125,394.69512939453125,180.0401611328125,256.0940459350445,403.9251383935716,185.87335881208497,249.29033192864068,393.3979511212616,179.73052445930352,255.24483747003174,400.13336309353434,184.70472270189353,36930000,26848000,160988400
2026-03-16,252.58729553222656,399.08563232421875,183.0067138671875,253.6563027081548,399.7641553863696,188.66012868968363,249.6499992581203,393.9367805641587,181.19882333613754,251.87794235419486,397.209690545171,182.7570048934839,32074200,27733700,217307400
2026-03-17,253.99598693847656,398.5467834472656,181.71820068359375,254.89516767044782,403.5259891234105,185.1841623368753,251.94787083452104,396.8903674487218,181.4684917186082,252.72716690012706,399.4049101655112,184.8445618023411,32361600,26228300,182497800
2026-03-18,249.70994567871094,390.9432678222656,180.1899871826172,254.70534343896443,397.13983817793417,183.16652908726184,248.7708084606242,390.1549666521916,180.12007659614625,252.3974721128864,396.271723303423,182.26756764801692,35757900,25908500,156683100
2026-03-19,248.73085021972656,388.1792297363281,178.3521270751953,251.5982036354298,391.6417315076428,179.77047215436778,247.0723745163624,386.2234742615233,175.5853475010711,249.17043241392184,389.2569126674818,177.80276430906588,34864100,25138800,170968500
2026-03-20,247.76173400878906,381.0447082519531,172.4989471435547,248.97061168291066,386.16362631018524,178.05247199547227,245.77356028907465,379.29849030352204,171.52009228430225,247.7517334570195,385.95408868282834,177.79278016290237,88331100,50853200,241323500
2026-03-23,251.25851440429688,382.1722717285156,175.43553161621094,254.3656523266213,386.3731646745857,178.16234927411983,250.0496214753341,380.85511716508233,174.55655117338722,253.73622734962268,383.07032058481127,177.0536408486584,40546100,29680100,182836300
2026-03-24,251.4083709716797,371.9344177246094,174.99603271484375,254.5954370944537,381.6434000325674,176.01484951930743,249.32029842391177,371.04635704379217,173.777451794472,250.1195650925759,381.53362193174286,174.6264683383626,45152300,42733600,147667800
2026-03-25,252.38746643066406,370.2381286621094,178.47198486328125,254.76528059453105,376.2451074667104,181.00903649280792,251.3684162845015,368.831172255135,176.64412864426953,253.86611511385965,376.10542586510894,176.89383761026875,28476700,31181200,162602100
2026-03-26,252.6572265625,365.1790771484375,171.04066467285156,256.76344411909713,373.9101668945663,176.30451888215924,250.53918279672283,364.4007640805619,170.9407749866337,251.88793104116345,370.01860155518807,175.86504388946904,41796700,36836600,186152200
2026-03-27,248.57098388671875,355.9989318847656,167.32498168945312,255.2548282141602,361.6666793192034,170.77096223786808,247.8416601166152,355.73951450811694,166.81556566439232,253.666280215245,361.11784971721505,169.80209026823204,47900000,37883400,196212700
2026-03-30,246.40298461914062,358.1842041015625,164.97772216796875,250.63907198816298,364.5703662773937,169.25273855906806,245.28400520065438,355.51000344849933,164.07877596313077,249.83982057534305,361.1178525849577,168.58352034150624,39446200,44797000,185627000
2026-03-31,253.55638122558594,369.3699951171875,174.1969757080078,255.24482803058763,372.09407550142714,174.41672082635512,246.87255213324852,362.28533367877645,166.7656493784466,247.6818040942864,363.7621155862403,166.77563225072552,49598100,45244400,226181300
2026-04-01,255.3946990966797,368.57171630859375,175.54541015625,255.94418062939917,373.1817267376728,177.16351944386196,253.096813183035,367.4042619540212,174.54657425208924,253.8461228128272,372.682807332766,175.79511913229018,40059400,29417200,168132000
2026-04-02,255.68443298339844,372.6528625488281,177.18348693847656,255.89424639361263,372.83249667260446,177.28337661769746,250.4192795609811,363.3629859357669,171.170490985778,253.96601496217014,366.41637016886637,171.97954556798163,31289400,24099100,143143200
2026-04-06,258.6217041015625,372.0741271972656,177.43319702148438,261.9186847371787,372.92229624611906,177.58301630024127,256.2239194053331,368.70142726638517,175.55538077559635,256.27389167390277,372.682794233078,176.953760088437,29329900,16146600,107564300
2026-04-07,253.26666259765625,371.48541259765625,177.89266967773438,255.96418954301222,371.64507045865594,178.0225079733855,245.47383916108728,365.7677853538718,173.4578360976707,255.92421782448065,369.5396147715723,175.52541836668527,62148000,21443300,132534900
2026-04-08,258.66168212890625,373.52099609375,181.8680419921875,259.51090582044134,384.167949815935,185.0443328296099,256.29386854025813,370.6073237610428,180.09011531444295,258.2121146377317,384.148004001906,184.28522303450282,41032800,33064800,147732700
2026-04-09,260.2502136230469,372.26373291015625,183.69590759277344,260.879638597066,372.6927962909368,183.86570786090292,255.8342992320816,366.2567237727329,180.40972906189933,258.7615948993736,371.6949574789129,181.6283100364998,28121600,30435300,116428500
2026-04-10,260.240234375,370.0684814453125,188.41041564941406,261.94865175168746,374.8281921461914,189.77881591864653,258.78155637925676,369.23030048358606,184.08545448929232,259.7406946341393,372.17393720824543,184.09543736125556,31291500,28111100,160459500
2026-04-13,258.96142578125,383.539306640625,189.08961486816406,259.9405042051452,383.70895264062807,189.43921351677633,256.4237552437805,370.2181521550117,185.52377876103736,259.49093671136296,372.8025510733858,185.81343445538195,36234700,35745800,133648200
2026-04-14,258.59173583984375,392.2604064941406,196.28123474121094,261.68888841493145,393.83700889302276,196.28123474121094,256.9532612999924,385.684652281273,190.54792650193752,259.01136264890187,387.0816509997633,190.61783708872017,48370700,37504500,161307000
2026-04-15,266.18475341796875,410.3312683105469,198.63848876953125,266.3146386359468,413.47445440771634,200.166706463506,257.57269269729437,395.8725939925935,195.5121427945441,257.92237663273806,397.1398382929036,196.31119931453722,49913500,45063400,185338400
2026-04-16,263.15753173828125,419.35174560546875,198.1190948486328,266.91408037974617,419.9105328997013,199.6173486077875,261.0294875448873,411.2492993874727,195.58204328148997,266.55439590858066,418.95258572248235,197.20015246424893,43323100,41642400,134012900
2026-04-17,269.98126220703125,421.87628173828125,201.44520568847656,272.0493335842862,430.64726300981,201.46518667284232,266.47448343207725,419.78081413338697,199.03802288778024,266.7142527536172,423.9018933176335,199.66727910555997,61436200,48568200,160324400
2026-04-20,272.79864501953125,417.1664733886719,201.82476806640625,274.0275237795767,422.4150847565369,201.9346406188145,270.04120633500696,415.40027922801784,197.6096795882359,270.08114756253855,420.2398034863272,199.7471876833392,36590200,27582200,119381400
2026-04-21,265.9250183105469,423.2433166503906,199.64732360839844,272.5488901425708,426.25677891783357,202.51397775047528,265.1557075406741,416.2983670043314,198.76834314349978,271.250098918132,419.33177508554746,201.89470437258373,50209800,32048500,107945300
2026-04-22,272.9185791015625,431.984375,202.26426696777344,273.48803128351057,432.7626880248645,202.26426696777344,266.62435952726383,422.7543663498755,198.76834136586132,267.5734973129919,425.2689090952171,200.75603026628932,43249200,29378200,107501000
2026-04-23,273.1783142089844,414.8514709472656,199.4075927734375,275.5161566987003,422.7443793162959,203.59271751351986,271.39995382845746,410.5208543154444,196.99041179336916,274.79681820267325,418.9825380949446,202.22431724671497,33399600,38308000,113561800
2026-04-24,270.81048583984375,423.7023010253906,208.0275421142578,272.80864483253174,424.0316048781353,210.70441481695215,269.4017800912603,414.9013556123021,199.57738430538978,272.50893317942314,416.0688403922519,199.72721882416832,38157100,27457400,214134400
2026-04-27,267.3636474609375,423.9018859863281,216.3578338623047,268.1129570778125,426.1869149113369,216.5775789683675,264.8260075108844,416.1686352924954,207.13858324348888,265.84505761361925,421.46715688013995,209.4059296471886,41466800,30867300,187172400
2026-04-28,270.4608154296875,428.3222961425781,212.92184448242188,272.97851539952296,428.99086152362304,214.4800260296235,268.4127145556596,420.9881750222059,207.95762889823203,272.0893199684016,423.6524179624475,209.24613572912838,40018900,30438100,180275400
2026-04-29,269.92132568359375,423.5426330566406,209.00640869140625,270.7905199823619,425.8975483734993,212.47237042757808,266.7942019267937,419.38166246548025,207.33835459433345,267.3037117460274,423.6623688360089,212.4523894424142,30047900,38288300,123711800
2026-04-30,271.1002502441406,406.8987121582031,199.33767700195312,275.7459641951834,413.5243765293071,210.05518135667162,267.893213328058,397.1498378648014,198.46867945247158,270.25102650288807,409.92216255995794,209.68560172993963,91848200,70909400,225239200
2026-05-01,279.88214111328125,413.5443115234375,198.21897888183594,286.95561044034525,416.2085240460113,202.76368521944246,278.1137509144006,409.5529563541748,196.89052532216473,278.6032901046287,411.9078412872606,201.0456862731779,79915400,31372400,128647000
2026-05-04,276.5751647949219,412.72607421875,198.24893188476562,280.3716851917065,419.87060358807366,201.49514834231712,274.60697695873915,409.91216153093814,194.51329562325486,279.4025768563376,410.6505829404435,199.26774870200734,46668400,28066500,125368100
2026-05-05,283.9184265136719,410.4909362792969,196.271240234375,284.30808218316156,415.8792597859335,200.00689171848026,276.2455026895375,407.916495085617,195.80178617585554,276.6750995896243,414.42242364358015,199.06798360144137,49311700,25700900,113406600
2026-05-06,287.245361328125,413.0653381347656,207.5880584716797,287.76487170009636,417.51572107575487,208.0275486883452,280.8112868075762,404.23445872829495,198.37879062945476,281.66051049385584,407.11822745622237,199.65729931010404,58336100,30285900,188362800
2026-05-07,287.1754150390625,419.8606262207031,211.2537841796875,291.8611003514943,427.05506598481406,213.95063795079753,285.5169394038565,417.8549909144547,206.25960488465944,289.00371711581823,419.2020489501835,208.0974592073836,45224300,34942400,168307900
2026-05-08,293.0500183105469,414.22283935546875,214.94947814941406,294.4886952888782,417.7252633012779,217.5464575316693,289.7330669166447,413.105264767488,212.642169707093,289.7430674686918,416.48795292910256,212.7820061205359,52692800,33383800,136421400
2026-05-11,292.67999267578125,411.7681579589844,219.18453979492188,293.8800048828125,411.79809190456297,222.04121091513153,290.2300109863281,404.6236285818644,213.64099781886503,291.9800109863281,406.9885016374445,213.79081709888328,42247300,35657900,160685800
2026-05-12,294.79998779296875,406.8887023925781,220.52297973632812,295.2699890136719,414.6020070114768,223.48952345691538,292.55999755859375,405.76117016707224,214.6698009927987,292.55999755859375,413.58422243338293,218.29558003818886,45748100,38594200,159176600
2026-05-13,298.8699951171875,404.3342590332031,225.56710815429688,300.9200134277344,405.4318878236479,227.57476278227756,293.5,400.1633000811369,221.3120728008497,293.5,402.3286237155428,224.6681467194947,52684300,29667100,150405400
2026-05-14,298.2099914550781,408.5451354980469,235.465576171875,300.45001220703125,410.94993067744383,236.26463268418732,295.3800048828125,400.013625877668,229.03307065698914,299.82000732421875,403.6058516736889,229.58243343997336,35324900,27077500,180782900
2026-05-15,300.2300109863281,421.0081481933594,225.05770874023438,303.20001220703125,427.24464052002446,231.23050718880455,296.5199890136719,412.01761111071977,223.97896415639156,297.8999938964844,413.3746572242232,229.49252726355346,54862800,50771200,180977600
2026-05-18,297.8399963378906,422.6246643066406,222.0612030029297,300.6600036621094,424.2012362508279,229.7322553439391,294.9100036621094,414.7117792841577,218.1157890335498,300.239990234375,415.71960624154525,229.60240180074675,34483000,32564100,146280900
2026-05-19,298.9700012207031,416.51788330078125,220.35317993164062,300.510009765625,431.7648588737268,224.21866983705235,296.3500061035156,415.58987007798993,217.6563261548179,296.9700012207031,428.9708919761278,219.36432694236115,42243600,33018700,140948200
2026-05-20,302.25,420.1499938964844,223.20985412597656,302.79998779296875,421.18775475321456,225.8667612103758,298.0799865722656,410.4110776678385,220.2433103590018,298.17999267578125,413.2749005432513,222.9201831873553,38229800,27864000,184201600
2026-05-21,304.989990234375,419.0899963378906,219.25445556640625,305.5400085449219,426.3399963378906,227.13526994336974,300.3999938964844,415.7099914550781,217.6762930684293,301.05999755859375,424.75,222.03121805596584,42965100,31393500,203381800
2026-05-22,308.82000732421875,418.57000732421875,215.07933044433594,311.3999938964844,424.3999938964844,220.75271088945502,305.8399963378906,416.3299865722656,214.54994865072538,306.1199951171875,419.5400085449219,220.64283833374193,43670200,22390300,169275700
2026-05-26,308.3299865722656,416.0299987792969,214.60987854003906,311.82000732421875,419.7699890136719,217.92600574795006,307.6700134277344,413.0199890136719,211.75320730356688,309.55999755859375,416.42999267578125,216.28791550863897,48000500,30398000,187202600
2026-05-27,310.8500061035156,412.6700134277344,212.35250854492188,313.260009765625,415.94000244140625,213.90069192498567,308.29998779296875,409.5799865722656,208.53694826896,308.3299865722656,411.010009765625,213.87072806866348,50430900,28901500,167601200
2026-05-28,312.510009765625,426.989990234375,214.00057983398438,312.79998779296875,429.489990234375,215.2691056248748,309.57000732421875,412.6700134277344,210.97410844231206,310.67999267578125,412.9800109863281,211.03403615445995,48220400,47250500,143996000
2026-05-29,312.05999755859375,450.239990234375,210.8942108154297,315.0,450.3299865722656,217.6063892667686,309.5299987792969,432.3599853515625,210.88422794322287,311.7799987792969,432.54998779296875,214.33020874183248,70026800,79654400,289410600
2026-06-01,306.30999755859375,460.5199890136719,224.09881591796875,310.94000244140625,466.32000732421875,224.60821672379726,305.0199890136719,458.2699890136719,215.44889364463796,309.6300048828125,464.8399963378906,215.47885750139108,48849900,53628900,212850700
2026-06-02,315.20001220703125,441.30999755859375,222.56060791015625,315.45001220703125,453.5,232.00958636747916,306.69000244140625,440.42999267578125,221.09231801448135,307.4599914550781,446.8800048828125,226.91551751623658,44534700,37036800,193362900
2026-06-03,310.260009765625,427.3399963378906,214.5,316.94000244140625,440.3900146484375,222.56061267075634,308.8500061035156,424.25,214.2602739078757,314.17999267578125,438.45001220703125,221.46188713313538,50836700,39037000,160907000
2026-06-04,311.2300109863281,428.04998779296875,218.66000366210938,313.5400085449219,436.1499938964844,221.60000610351562,309.6499938964844,426.4100036621094,210.97000122070312,313.2300109863281,435.80999755859375,213.91000366210938,44869100,26899500,169022200
2026-06-05,307.3399963378906,416.6700134277344,205.10000610351562,315.1700134277344,429.4700012207031,214.8699951171875,307.1499938964844,414.3999938964844,204.3300018310547,312.8599853515625,428.3399963378906,214.52999877929688,65310500,34782200,219655500
2026-06-08,301.5400085449219,411.739990234375,208.63999938964844,317.3999938964844,417.1600036621094,210.47000122070312,301.1700134277344,408.55999755859375,206.0,308.739990234375,414.1400146484375,210.17999267578125,77949100,32086700,138372800
2026-06-09,290.54998779296875,403.4100036621094,208.19000244140625,300.75,411.9800109863281,211.39999389648438,287.7799987792969,398.4800109863281,199.33999633789062,300.2799987792969,409.0299987792969,210.6199951171875,70108800,35317300,180962500
2026-06-10,291.5799865722656,397.3599853515625,200.4199981689453,294.75,405.0400085449219,207.22000122070312,287.3800048828125,397.1600036621094,199.9199981689453,290.739990234375,398.54998779296875,204.42999267578125,52793300,32576000,161746600
2026-06-11,295.6300048828125,390.3399963378906,204.8699951171875,297.0,396.8500061035156,205.66000366210938,289.5899963378906,384.0,199.5399932861328,293.7200012207031,395.2099914550781,201.49000549316406,42572500,47224100,158643200
2026-06-12,291.1300048828125,390.739990234375,205.19000244140625,297.1400146484375,391.739990234375,207.07000732421875,289.6199951171875,382.2699890136719,203.44000244140625,296.0299987792969,391.42999267578125,204.86000061035156,38742100,34865800,112001800
2026-06-15,296.4200134277344,399.760009765625,212.4499969482422,297.7799987792969,401.75,212.7100067138672,291.70001220703125,392.8500061035156,208.33999633789062,294.1199951171875,396.79998779296875,208.9199981689453,45732600,32266400,149936700
2026-06-16,299.239990234375,393.8299865722656,207.41000366210938,300.4800109863281,396.8399963378906,211.49000549316406,293.9700012207031,390.69000244140625,207.2899932861328,295.25,395.7900085449219,211.17999267578125,39874400,31506800,125694100
2026-06-17,295.95001220703125,378.9100036621094,204.64999389648438,302.07000732421875,390.3699951171875,209.2100067138672,294.3599853515625,377.32000732421875,203.0800018310547,300.8500061035156,390.25,208.52999877929688,42745100,41987800,128363500
2026-06-18,298.010009765625,379.3999938964844,210.69000244140625,300.57000732421875,381.3699951171875,211.38999938964844,295.6199951171875,373.2799987792969,206.5,298.1099853515625,377.82000732421875,207.3300018310547,85962200,59714200,241272000
2026-06-22,297.010009765625,367.3399963378906,208.64999389648438,302.4200134277344,381.6300048828125,213.99000549316406,296.760009765625,367.07000732421875,207.72000122070312,297.30999755859375,375.739990234375,211.44000244140625,44879900,45171100,122041400
2026-06-23,294.29998779296875,373.94000244140625,200.0399932861328,301.6400146484375,377.2200012207031,203.77000427246094,294.17999267578125,370.6700134277344,200.0,297.5400085449219,372.3800048828125,202.1699981689453,52010900,40647600,153496200
2026-06-24,293.0799865722656,365.4599914550781,199.0,299.70001220703125,378.8800048828125,201.6699981689453,292.94000244140625,364.7799987792969,196.5800018310547,295.3599853515625,371.57000732421875,200.1199951171875,53081900,44509900,151810700
2026-06-25,275.1499938964844,352.8299865722656,195.74000549316406,288.79998779296875,364.2300109863281,200.8000030517578,273.75,349.20001220703125,192.1300048828125,287.3999938964844,362.7699890136719,200.0800018310547,107013700,66179000,149550000
2026-06-26,283.7799987792969,372.9700012207031,192.52999877929688,285.95001220703125,376.6099853515625,195.5500030517578,274.2099914550781,355.42999267578125,191.22000122070312,275.0,357.1499938964844,193.1199951171875,261775500,186201600,179304100
2026-06-29,281.739990234375,368.57000732421875,194.97000122070312,288.3699951171875,380.5,196.17999267578125,279.8500061035156,359.8999938964844,189.8000030517578,286.7300109863281,377.5,193.85000610351562,66427000,51229900,148835700
2026-06-30,289.3599853515625,373.0199890136719,200.08999633789062,289.94000244140625,374.1499938964844,200.6300048828125,280.70001220703125,367.45001220703125,195.11000061035156,281.1700134277344,371.0299987792969,197.24000549316406,65100200,44945700,166476700
